,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
2016-02-25,0.6609737985483239,0.6156411277675492,0.552334570962123,0.1940623311350861,0.2657033126400847,0.2225441411473525,0.16555853929530365,0.2095899192232391,0.1391128438316915,0.3630339088412727,0.2657729154778812,0.19935718998729354,0.5273146540687805,0.44645972685146557,0.2927719180375898,0.2463460849983034,0.3071286687332125,0.3874478568912384,1.1838146038971975,0.5504539287760829,0.6230053907608792,0.37197140677855806,1.1477473693656917,1.2128878138191557,1.0028615811141115,2.2385624486349007,0.19765097264396703,0.24025790921193535,0.22500940155130966,0.20402602882422824,0.19609247696857723,1.4260428189370782,0.09452614343647937,0.3744230742603273
2016-02-26,0.658188348072141,0.6121643491420703,0.5612246134345721,0.1968835415775255,0.27331420877225393,0.22577323455586232,0.16489133033682615,0.20559612580720718,0.1394104547030704,0.3602659978388577,0.26694650046288265,0.1993893565504738,0.5302310781702274,0.44510973394111275,0.29006799478668144,0.24645510215787952,0.3046998027694597,0.3867255254579397,1.1846417516745047,0.5514987933019597,0.6236675278154884,0.3686057149164417,1.1473920207880255,1.223662981322752,1.0028198392308645,2.2385624486349007,0.19761246762192017,0.2402551243365235,0.2248518507534605,0.20377132926450423,0.19606239122940958,1.4271814134530938,0.09617406654492833,0.3837579418199165
2016-02-29,0.6613898310928091,0.6147894895607078,0.5674450492087207,0.19745364548516223,0.2746241165928272,0.2257247253270757,0.16461410285263156,0.20504941800421983,0.13678619638907014,0.36052226167323576,0.2669368729480579,0.1997041248487098,0.533074704174861,0.4464386204448724,0.29003662591815343,0.24681234277946595,0.30690349768174324,0.38713270559858987,1.1850680161973424,0.5517139886387168,0.6257992124039778,0.369351447720052,1.1471009797833365,1.2252675366923929,0.9991576811476409,2.2385624486349007,0.19807645183137404,0.24067320865670833,0.22400400368540338,0.20369512237960397,0.19642537099486618,1.424882396752683,0.09600559561810873,0.38415048500655635
2016-03-01,0.6605527471398547,0.612751816293605,0.5689982851489984,0.19516006128531557,0.2745612734136103,0.22594334010354586,0.16048047998591888,0.19931651893821387,0.1367905879742836,0.3649195280359948,0.27217321207838757,0.2036746476100553,0.5395640043122568,0.45436968607266004,0.2927418846170688,0.2506921367881989,0.308190769940412,0.3925557201796498,1.1856045819733831,0.5490605782277117,0.625641470310511,0.3726136461764012,1.1466907766757968,1.2220687843203901,0.9991576811476409,2.270168542390926,0.20395589662614533,0.24964211233599362,0.22862041494805732,0.20894204198680752,0.2014452475554521,1.4577688779408005,0.09593729951877396,0.40046726133981947
2016-03-02,0.6608855851273843,0.6156861757423706,0.5721880713521829,0.19511849240857995,0.2767206903409277,0.22805808036704261,0.15718711444082425,0.19904330729010317,0.13573364922579692,0.36856757610286217,0.2721601626281993,0.20331264265886376,0.539952479634735,0.457386400200275,0.29237397874666293,0.24954839861454295,0.3099405311696582,0.39270000701125063,1.2207286286605432,0.5420442613947317,0.6493648503353251,0.37400198488174835,1.194933518484651,1.2489064534007344,1.059054121692541,2.298125395937619,0.20410913218274526,0.24964576571757122,0.2298715645828208,0.20975254987378092,0.20160082917301553,1.4541253097837712,0.0958967317884477,0.4010354947653507
2016-03-03,0.6607005742063604,0.6158327699101354,0.5734107789154759,0.19606435182011184,0.277117245497401,0.22836108184638162,0.15675581023956942,0.2042180127138037,0.13439424426169572,0.3696162265680833,0.27205905839806216,0.2036110709358074,0.5423214846528887,0.4662927581505242,0.28874920883032196,0.24930815473894344,0.31000000934811883,0.39192656699401845,1.220591102814995,0.5428284624080422,0.6660672936029287,0.3739231035289357,1.1940069313064847,1.379018739747437,1.0578866306549997,2.1722849945811413,0.2032848363529014,0.2486302055626366,0.23056078496185967,0.21041309606253392,0.20065217213047926,1.4419402242914179,0.0964702448540545,0.3978300589133243
2016-03-04,0.659735330135048,0.6167163136087845,0.572648231279947,0.1951224246336962,0.28522850898744156,0.2320045885642226,0.15607337794614207,0.20345784981433881,0.13847729939683756,0.3653674570438215,0.2719813736717211,0.202792216836505,0.538915977691709,0.46548077893500756,0.28807525310152254,0.2464009789642432,0.3042816874288053,0.38906765795792214,1.220608678570697,0.5420630288628762,0.6741568418408039,0.3728695719312682,1.1894563327537646,1.4256394752315555,1.064020796898342,2.1722849945811413,0.20251039605481688,0.2484550358338916,0.23025153215761765,0.20981547393765923,0.1997600294035099,1.4330618131701118,0.09644088973149059,0.4018473100629139
2016-03-07,0.6663638113814698,0.6230126594418637,0.573383501266239,0.19562642442380165,0.28535208309417476,0.2308958911415342,0.1520523374663665,0.1963073054516954,0.13811614110147633,0.3665060718991611,0.2725027164964379,0.20128369061669493,0.5411364386285752,0.47243565269385196,0.287724666580829,0.2441307986224014,0.3068623778964167,0.39261852541897,1.2198443339592555,0.5356974405466046,0.6810321232967081,0.3652834080197819,1.1908259188964463,1.4415616722278932,1.0647614300456827,2.1880330594425312,0.20063701821349123,0.2465709097791021,0.22933447082683525,0.20739271935318032,0.1979545161322908,1.4102908197421187,0.08389231152476659,0.3769644468065038
2016-03-08,0.6683081835268263,0.624561771083189,0.5742562349107613,0.19209945286447752,0.28074661302229736,0.2376810709461869,0.14995383029229867,0.19486785536196008,0.13704472650924288,0.37603197043328,0.2728485214007158,0.2010661901796707,0.5440799338714744,0.47784939008982585,0.28704927377923845,0.2493015729223448,0.3102090878728643,0.3946179317911631,1.2481693710772042,0.5115896819372572,0.71078166242994,0.3766603083479252,1.207579092143708,1.4680324870433543,1.0679013535933597,2.1880330594425312,0.19772718162308348,0.2420281946982691,0.23291528027315125,0.2089287031689917,0.19473053757966877,1.3575552937226578,0.08254728710187106,0.38095859827561906
2016-03-09,0.6647804968773197,0.6193336239136101,0.5668276012893111,0.19154480490268966,0.2792243027493386,0.23573893095529996,0.14432523888007848,0.1951693625767767,0.12653681905438982,0.3696607855160933,0.2709424260575239,0.2009608519828918,0.5353293184317969,0.4658679721382366,0.2855243634929734,0.24920219808175786,0.3052982460465379,0.40064536067376205,1.2408746302715872,0.505491513121477,0.7071866490448527,0.3755395947102474,1.1856280601946056,1.465165874577326,1.1105990746436463,2.023268801291651,0.19775362626662255,0.24246868331195465,0.23163075393048965,0.2081642215019865,0.19462442356606857,1.3520171118802888,0.08226977835051562,0.38558204429115056
2016-03-10,0.6651752675929951,0.6209670217573271,0.5686356062650613,0.1924515079989351,0.2781117644436689,0.23615264779554712,0.14547250741379986,0.19802845444559677,0.12596424524100344,0.3690958606194527,0.268513934315351,0.19834665851101752,0.540048000611959,0.4669763362432252,0.2797825092800564,0.24277289522376158,0.2993113180540038,0.40060421019923814,1.2347579524128687,0.5096915367479762,0.7066327336737637,0.3735791825824824,1.1817606169357404,1.4650307626203463,1.12242693963395,2.023268801291651,0.19737711303762842,0.24245074338012843,0.2318903384245677,0.2079085130341807,0.19431916453137227,1.3361166528717303,0.08518039689069498,0.3877261693601871
2016-03-11,0.6657628644284871,0.6211541798023735,0.5701961231628241,0.19422785197708614,0.2780570580447188,0.23654355273300373,0.14648689566523634,0.1957106462840487,0.12673342916902727,0.3717224673975099,0.26428591325420187,0.200287921804211,0.5422816988401333,0.4675782998822917,0.2804253582497077,0.24664192285683967,0.2983879961575351,0.4000337030708453,1.233343110685781,0.5130543263333326,0.715628793284213,0.37558750778837907,1.1796189042149672,1.4755416687012133,1.1208871122636392,2.023268801291651,0.19952100950953436,0.24362727662284892,0.23528231120014984,0.2101056806951133,0.1967109533481299,1.3298716405644482,0.08220655907381139,0.3907469636874851
2016-03-14,0.6691664651297251,0.6223732209042154,0.5685825275639824,0.1957694337548025,0.27807029237172487,0.2365657538814349,0.1433981286485683,0.19387932704725758,0.12669691794591526,0.37174109724536514,0.26420918791832526,0.20009663333678332,0.5509395999311141,0.46992131767447287,0.2787101194534134,0.24633285587660947,0.2983945143478742,0.3984965965225052,1.232148531109184,0.5149312281587991,0.7145353063875195,0.37634438803912945,1.1785275906295969,1.4737215049660934,1.127950101072363,2.023268801291651,0.1994592736360623,0.24343916312455002,0.2351611079050623,0.2101853887585196,0.196621525966537,1.3308328935020448,0.08182798207806025,0.3895762518102532
2016-03-15,0.6677237416613451,0.6166363578898244,0.569408493115175,0.19764797420319188,0.2783138618817635,0.23339184926964063,0.14203978625112193,0.19537762917022206,0.12572034468769328,0.36364053830532117,0.2586142341676482,0.19702157789202493,0.5517393315137135,0.4705474267806421,0.27008061915664283,0.24343960003372808,0.2958211063124765,0.3926108470106975,1.2341471407740758,0.513344950867615,0.6985932313027569,0.36990925055025364,1.1775284212110573,1.470317106464262,1.093156818315308,2.023268801291651,0.1955547043363596,0.23915979061514892,0.23298738260421178,0.208653280071912,0.19238349926084974,1.2428773467865988,0.08150745670118298,0.3793669239631097
2016-03-16,0.6761937532770139,0.6217715809705748,0.5612087662496925,0.19583848905121853,0.27665874754759484,0.2333269561409338,0.13385706446366624,0.1960420848587997,0.12560141408029793,0.36504852569412216,0.2576406199606113,0.1970155541176984,0.5495324677606408,0.47385801840908776,0.2707920786097895,0.2441251057139085,0.2928434112341711,0.3880268575456325,1.2394390234561332,0.5101474267589824,0.7000715610526616,0.3707481152213458,1.174848588306169,1.4844630462925252,1.138751833100197,2.043742165095834,0.19563494578190752,0.23935564150397443,0.23312959637111688,0.20938977464640898,0.19220951958639926,1.2558923782545393,0.08288049197447128,0.37059947479137356
2016-03-17,0.6795728327508866,0.6238815089550169,0.5601975026223691,0.20240511855907278,0.2941511265381313,0.2321040728168439,0.13189458242313773,0.19694551707829597,0.12459233784347198,0.36270180301350874,0.2598806351143238,0.20151117832614115,0.5523317709163602,0.47536884550354896,0.26971739961362,0.25066050182814725,0.2813586609489223,0.38205158448760407,1.2446948532464983,0.5104669238011276,0.6973117353930437,0.3686850292086668,1.2153167847902213,1.481485909020088,1.1257402431243309,2.043742165095834,0.1949243775494037,0.23897831455184904,0.23337327396828597,0.20938338034081055,0.19136755994000007,1.2482640647665753,0.08493842958199221,0.36938982241443136
2016-03-18,0.6728179017307948,0.6202414647490505,0.5598660045733559,0.20230207537144712,0.28865244029537696,0.23231232308741895,0.12592353220403008,0.19232817509277858,0.12399983720686168,0.3624417633769091,0.2592565405610536,0.19924055029668378,0.5484459555007567,0.47143998127169695,0.2713345506172937,0.24969882814706532,0.2812045845647652,0.38211870144503385,1.2448771585248637,0.5069772931985602,0.6978812567873591,0.3688948795757385,1.2224305782471512,1.4783202416463572,1.1051296878429226,2.043742165095834,0.19286932207284196,0.2369701264337207,0.23201346662756672,0.20863430159405041,0.18944178501814754,1.2096935781216291,0.08492376712650368,0.36975767601465187
2016-03-21,0.6721319858666057,0.6203683810190931,0.5650594466058102,0.19537229246631024,0.2769485570784431,0.23048135080787147,0.12426725984272084,0.19300234150459974,0.11999587011445388,0.35882663932049286,0.2558762871143328,0.19631615258932533,0.5318752879969805,0.45320002598772224,0.26970905649635957,0.24617401370351966,0.2797458691189244,0.3774770045116707,1.2293490956180195,0.47601002586376356,0.6921711468242265,0.3617406597875054,1.2087720418400365,1.4767345215439398,1.0895294379089668,2.043742165095834,0.1903799461037835,0.2354749071868149,0.23113496490200133,0.20713008754286677,0.1870768738887503,1.2032221895846873,0.07988772354770064,0.3728062139389726
2016-03-22,0.6756798664516012,0.6200982913900607,0.5661201378283099,0.19388797258601273,0.2717524500152266,0.221678677451691,0.12429428691498699,0.19259938323497308,0.11641829737536664,0.3570781789222116,0.255412822388852,0.19396850118279077,0.5311224127854611,0.45373545006310007,0.268377702523704,0.24125442825223,0.27915226586521186,0.3776624305540158,1.229414659485223,0.47798809364195427,0.6920293877723588,0.36285321854500635,1.2059835010720434,1.4765870928758364,1.080674294453493,2.043742165095834,0.1867884214952037,0.23244551240784112,0.22914605993043802,0.20492674800257332,0.18345776270645417,1.1899093348725018,0.07968386127785143,0.3719071586688481
2016-03-23,0.681295101441929,0.6229939723397331,0.5488692837736976,0.19734517550854222,0.28256560624784854,0.2261764604515429,0.1238445072168572,0.19065959610720282,0.11696789434593186,0.36012404427905637,0.2563283758268349,0.19412229163628308,0.5571222668219502,0.47054931838540165,0.2659092121140045,0.2414599809933567,0.2793811828890397,0.3797931840568409,1.2561022988794148,0.5171059574576441,0.6996601259701838,0.36507282276251346,1.2539676987601034,1.4840077483137595,1.0828181048827294,2.043742165095834,0.18663434368018647,0.23185513056680157,0.23150667495273303,0.2061140479425221,0.18328905006421198,1.1795408778697443,0.08012589749343016,0.3765356235624866
2016-03-24,0.677340875714855,0.6227853868642741,0.548609624209882,0.19674130116912994,0.282794976107537,0.22398262152603216,0.12007202802982009,0.18830162747167017,0.11660442968784872,0.35954917897293215,0.2551999141590418,0.19253993593779586,0.5577152494001206,0.4704582146179525,0.2678890807945061,0.2400177430156532,0.2792983498094823,0.3800256576399638,1.2567398019024976,0.5175558743751587,0.7005985829733383,0.3643089875431896,1.2502197322642004,1.484137868675827,1.0802931279899148,2.043742165095834,0.18577226105264757,0.23141774518513153,0.23077487454912168,0.20523312683791145,0.18260775992040637,1.1561662258377297,0.08008048481885778,0.3753880018341246
2016-03-28,0.6734978331879451,0.6194280916664506,0.5414159913052752,0.19633236601197418,0.28274603806527826,0.22406529177027082,0.12001004012788616,0.19125737179950203,0.1163405255520219,0.34950356136787025,0.251092432505037,0.1912583428051539,0.5570351795854416,0.46956410026129664,0.2684620344865099,0.23980922573414182,0.27222223954122166,0.3723392627943034,1.2233619634096786,0.5170070320674648,0.6887144746433735,0.3586638224410838,1.237982149095447,1.4659712453589193,1.0584212777242095,2.043742165095834,0.1841010559135912,0.2308488824441301,0.22922715093882162,0.20380667668227598,0.18069947977138018,1.151280616228083,0.08010643111917784,0.37526670309483534
2016-03-29,0.6753153138576145,0.6216688788291268,0.5427202468323011,0.19723244223335357,0.2825564518129225,0.22627310316580124,0.12055433297401294,0.19256077044044412,0.11609460333628827,0.3491452175028371,0.2512633184477697,0.19161570167990288,0.5653968050650352,0.4737556155963381,0.2696584796663534,0.2408200170137277,0.2712295028437401,0.3704701796338166,1.2231908415595751,0.5228098207042645,0.688724415833503,0.3586746654011963,1.2380586873961315,1.4651135543531395,1.0579258291790257,2.043742165095834,0.18501594243709749,0.2332462437636925,0.2360798912967086,0.20714688317943145,0.18162201330033967,1.1673848382598686,0.08134858624540997,0.3790521603730225
2016-03-30,0.671662180843908,0.6176903625667397,0.5174012592059518,0.19738272197234732,0.2729802459647283,0.2227671610546333,0.12345277478246801,0.20017650499200224,0.1145770500074071,0.34712085313207813,0.25093449799701073,0.1915357492607058,0.5611938584675115,0.46778205193842687,0.27003868605100223,0.2402959866524694,0.2706783368580596,0.368409046600121,1.2046996974749915,0.5170474321799141,0.6874701168169928,0.3574174612286846,1.2330304592346408,1.4562811860870273,1.0500342866844543,2.043742165095834,0.18515554122623454,0.2334914921392996,0.23593587445172864,0.20711749860656634,0.18174856092105962,1.1581473671051292,0.0815555735057099,0.37970126707535223
